date,product_type,region,daily_demand,warehouse_stock,lead_time_days,reorder_point,recommended_reorder_qty
2024-03-29,solar_roof,Northeast,52,617,14,78,0
2024-03-29,megapack,West,9,714,8,13,0
2024-03-29,megapack,Central,12,708,14,18,0
2024-03-29,megapack,South,10,1492,10,15,0
2024-03-29,megapack,Northeast,14,799,3,21,0
2024-03-29,powerwall,West,93,1191,12,139,0
2024-03-29,powerwall,Central,113,523,11,169,0
2024-03-29,powerwall,South,94,1002,10,141,0
2024-03-29,powerwall,Northeast,100,1013,13,150,0
2024-03-30,solar_panel,West,307,1464,5,460,0
2024-03-30,solar_panel,Central,315,370,13,472,102
2024-03-30,solar_panel,South,314,638,5,471,0
2024-03-30,solar_panel,Northeast,289,927,7,433,0
2024-03-30,solar_roof,West,44,1491,10,66,0
2024-03-30,solar_roof,Central,49,839,5,73,0
2024-03-30,solar_roof,South,49,722,9,73,0
2024-03-30,solar_roof,Northeast,42,1339,4,63,0
2024-03-30,megapack,West,9,1460,9,13,0
2024-03-30,megapack,Central,6,937,4,9,0
2024-03-30,megapack,South,9,594,8,13,0
2024-03-30,megapack,Northeast,12,1293,8,18,0
2024-03-30,powerwall,West,110,568,10,165,0
2024-03-30,powerwall,Central,102,1462,7,153,0
2024-03-30,powerwall,South,83,678,12,124,0
2024-03-30,powerwall,Northeast,93,281,9,139,0
2024-03-31,solar_panel,West,281,362,4,421,59
2024-03-31,solar_panel,Central,323,880,13,484,0
2024-03-31,solar_panel,South,328,942,6,492,0
2024-03-31,solar_panel,Northeast,306,692,13,459,0
2024-03-31,solar_roof,West,44,764,13,66,0
2024-03-31,solar_roof,Central,48,937,7,72,0
2024-03-31,solar_roof,South,58,550,5,87,0
2024-03-31,solar_roof,Northeast,55,836,12,82,0
2024-03-31,megapack,West,8,571,13,12,0
2024-03-31,megapack,Central,11,810,5,16,0
2024-03-31,megapack,South,15,902,5,22,0
2024-03-31,megapack,Northeast,5,1159,12,7,0
2024-03-31,powerwall,West,79,1411,8,118,0
2024-03-31,powerwall,Central,118,1299,6,177,0
2024-03-31,powerwall,South,101,1037,3,151,0
2024-03-31,powerwall,Northeast,110,1453,14,165,0
2024-04-01,solar_panel,West,264,470,13,396,0
2024-04-01,solar_panel,Central,274,458,6,411,0
2024-04-01,solar_panel,South,322,1313,12,483,0
2024-04-01,solar_panel,Northeast,304,1440,13,456,0
2024-04-01,solar_roof,West,47,1422,8,70,0
2024-04-01,solar_roof,Central,57,987,10,85,0
2024-04-01,solar_roof,South,58,1472,11,87,0
2024-04-01,solar_roof,Northeast,39,701,6,58,0
2024-04-01,megapack,West,7,1038,9,10,0
2024-04-01,megapack,Central,9,813,14,13,0
2024-04-01,megapack,South,5,572,3,7,0
2024-04-01,megapack,Northeast,10,802,10,15,0
2024-04-01,powerwall,West,93,1039,9,139,0
2024-04-01,powerwall,Central,106,1281,4,159,0
2024-04-01,powerwall,South,105,1352,9,157,0
2024-04-01,powerwall,Northeast,104,1348,5,156,0
2024-04-02,solar_panel,West,305,764,4,457,0
2024-04-02,solar_panel,Central,268,1225,14,402,0
2024-04-02,solar_panel,South,309,735,6,463,0
2024-04-02,solar_panel,Northeast,307,316,6,460,144
2024-04-02,solar_roof,West,67,245,9,100,0
2024-04-02,solar_roof,Central,42,1044,3,63,0
2024-04-02,solar_roof,South,43,442,8,64,0
2024-04-02,solar_roof,Northeast,60,904,12,90,0
2024-04-02,megapack,West,8,596,12,12,0
2024-04-02,megapack,Central,15,1166,13,22,0
2024-04-02,megapack,South,10,248,12,15,0
2024-04-02,megapack,Northeast,7,475,4,10,0
2024-04-02,powerwall,West,105,1224,14,157,0
2024-04-02,powerwall,Central,90,235,11,135,0
2024-04-02,powerwall,South,102,794,3,153,0
2024-04-02,powerwall,Northeast,85,818,6,127,0
2024-04-03,solar_panel,West,320,267,6,480,213
2024-04-03,solar_panel,Central,286,1113,8,429,0
2024-04-03,solar_panel,South,285,238,8,427,189
2024-04-03,solar_panel,Northeast,281,1411,5,421,0
2024-04-03,solar_roof,West,42,437,13,63,0
2024-04-03,solar_roof,Central,54,694,5,81,0
2024-04-03,solar_roof,South,57,410,13,85,0
2024-04-03,solar_roof,Northeast,61,339,9,91,0
2024-04-03,megapack,West,7,705,12,10,0
2024-04-03,megapack,Central,17,1128,6,25,0
2024-04-03,megapack,South,4,896,4,6,0
2024-04-03,megapack,Northeast,12,831,12,18,0
2024-04-03,powerwall,West,104,1395,9,156,0
2024-04-03,powerwall,Central,92,825,12,138,0
2024-04-03,powerwall,South,85,1153,6,127,0
2024-04-03,powerwall,Northeast,91,1315,6,136,0
2024-04-04,solar_panel,West,329,435,7,493,58
2024-04-04,solar_panel,Central,348,778,4,522,0
2024-04-04,solar_panel,South,288,896,11,432,0
2024-04-04,solar_panel,Northeast,306,1364,9,459,0
2024-04-04,solar_roof,West,45,1008,14,67,0
2024-04-04,solar_roof,Central,40,329,4,60,0
2024-04-04,solar_roof,South,46,1329,14,69,0
2024-04-04,solar_roof,Northeast,47,485,9,70,0
2024-04-04,megapack,West,6,596,5,9,0
2024-04-04,megapack,Central,10,1421,13,15,0
2024-04-04,megapack,South,9,915,3,13,0
2024-04-04,megapack,Northeast,12,1185,4,18,0
2024-04-04,powerwall,West,88,755,8,132,0
2024-04-04,powerwall,Central,93,690,14,139,0
2024-04-04,powerwall,South,104,1078,11,156,0
2024-04-04,powerwall,Northeast,90,1498,7,135,0
2024-04-05,solar_panel,West,292,410,9,438,28
2024-04-05,solar_panel,Central,337,226,5,505,279
2024-04-05,solar_panel,South,301,366,14,451,85
2024-04-05,solar_panel,Northeast,311,566,9,466,0
2024-04-05,solar_roof,West,47,1295,7,70,0
2024-04-05,solar_roof,Central,49,332,8,73,0
2024-04-05,solar_roof,South,55,990,3,82,0
2024-04-05,solar_roof,Northeast,50,997,12,75,0
2024-04-05,megapack,West,10,621,4,15,0
2024-04-05,megapack,Central,15,877,12,22,0
2024-04-05,megapack,South,12,1295,14,18,0
2024-04-05,megapack,Northeast,7,1409,8,10,0
2024-04-05,powerwall,West,111,1322,8,166,0
2024-04-05,powerwall,Central,115,1327,4,172,0
2024-04-05,powerwall,South,118,450,11,177,0
2024-04-05,powerwall,Northeast,89,980,4,133,0
2024-04-06,solar_panel,West,311,941,5,466,0
2024-04-06,solar_panel,Central,308,696,5,462,0
2024-04-06,solar_panel,South,281,850,11,421,0
2024-04-06,solar_panel,Northeast,311,1314,14,466,0
2024-04-06,solar_roof,West,52,532,11,78,0
2024-04-06,solar_roof,Central,46,1143,10,69,0
2024-04-06,solar_roof,South,48,1397,5,72,0
2024-04-06,solar_roof,Northeast,53,550,12,79,0
2024-04-06,megapack,West,16,1415,5,24,0
2024-04-06,megapack,Central,8,365,5,12,0
2024-04-06,megapack,South,11,1032,7,16,0
2024-04-06,megapack,Northeast,11,1005,9,16,0
2024-04-06,powerwall,West,87,482,12,130,0
2024-04-06,powerwall,Central,87,755,6,130,0
2024-04-06,powerwall,South,83,578,10,124,0
2024-04-06,powerwall,Northeast,95,430,14,142,0
2024-04-07,solar_panel,West,285,414,7,427,13
2024-04-07,solar_panel,Central,289,810,13,433,0
2024-04-07,solar_panel,South,279,872,9,418,0
2024-04-07,solar_panel,Northeast,307,419,14,460,41
2024-04-07,solar_roof,West,33,1353,10,49,0
2024-04-07,solar_roof,Central,51,1070,7,76,0
2024-04-07,solar_roof,South,57,1140,7,85,0
2024-04-07,solar_roof,Northeast,49,237,6,73,0
2024-04-07,megapack,West,12,1127,12,18,0
2024-04-07,megapack,Central,10,936,3,15,0
2024-04-07,megapack,South,11,570,5,16,0
2024-04-07,megapack,Northeast,10,1428,11,15,0
2024-04-07,powerwall,West,110,1020,6,165,0
2024-04-07,powerwall,Central,100,1384,10,150,0
2024-04-07,powerwall,South,101,215,4,151,0
2024-04-07,powerwall,Northeast,93,750,11,139,0
2024-04-08,solar_panel,West,273,927,14,409,0
2024-04-08,solar_panel,Central,277,889,14,415,0
2024-04-08,solar_panel,South,293,1003,3,439,0
2024-04-08,solar_panel,Northeast,307,368,12,460,92
2024-04-08,solar_roof,West,59,715,12,88,0
2024-04-08,solar_roof,Central,33,1450,12,49,0
2024-04-08,solar_roof,South,54,981,3,81,0
2024-04-08,solar_roof,Northeast,38,256,13,57,0
2024-04-08,megapack,West,17,987,5,25,0
2024-04-08,megapack,Central,13,665,9,19,0
2024-04-08,megapack,South,8,1296,3,12,0
2024-04-08,megapack,Northeast,16,930,8,24,0
2024-04-08,powerwall,West,109,795,11,163,0
2024-04-08,powerwall,Central,85,1058,12,127,0
2024-04-08,powerwall,South,89,791,9,133,0
2024-04-08,powerwall,Northeast,95,723,5,142,0
2024-04-09,solar_panel,West,297,427,3,445,18
2024-04-09,solar_panel,Central,282,603,11,423,0
2024-04-09,solar_panel,South,284,1028,8,426,0
2024-04-09,solar_panel,Northeast,296,1192,9,444,0
2024-04-09,solar_roof,West,51,425,12,76,0
2024-04-09,solar_roof,Central,57,1013,12,85,0
2024-04-09,solar_roof,South,48,817,3,72,0
2024-04-09,solar_roof,Northeast,50,695,10,75,0
2024-04-09,megapack,West,16,224,13,24,0
2024-04-09,megapack,Central,16,1260,12,24,0
2024-04-09,megapack,South,10,1115,8,15,0
2024-04-09,megapack,Northeast,12,252,14,18,0
2024-04-09,powerwall,West,110,299,9,165,0
2024-04-09,powerwall,Central,86,1138,7,129,0
2024-04-09,powerwall,South,90,283,6,135,0
2024-04-09,powerwall,Northeast,97,258,12,145,0
2024-04-10,solar_panel,West,302,322,10,453,131
2024-04-10,solar_panel,Central,323,638,4,484,0
2024-04-10,solar_panel,South,309,1134,10,463,0
2024-04-10,solar_panel,Northeast,282,220,12,423,203
2024-04-10,solar_roof,West,55,1309,7,82,0
2024-04-10,solar_roof,Central,42,1017,9,63,0
2024-04-10,solar_roof,South,47,1045,10,70,0
2024-04-10,solar_roof,Northeast,35,1167,5,52,0
2024-04-10,megapack,West,8,1318,4,12,0
2024-04-10,megapack,Central,14,595,6,21,0
2024-04-10,megapack,South,11,606,3,16,0
2024-04-10,megapack,Northeast,10,853,14,15,0
2024-04-10,powerwall,West,92,570,10,138,0
2024-04-10,powerwall,Central,87,428,10,130,0
2024-04-10,powerwall,South,104,1270,13,156,0
2024-04-10,powerwall,Northeast,104,473,14,156,0
2024-04-11,solar_panel,West,273,1199,14,409,0
2024-04-11,solar_panel,Central,301,315,12,451,136
2024-04-11,solar_panel,South,287,665,14,430,0
2024-04-11,solar_panel,Northeast,261,1460,7,391,0
2024-04-11,solar_roof,West,48,460,3,72,0
2024-04-11,solar_roof,Central,57,1326,12,85,0
2024-04-11,solar_roof,South,41,838,10,61,0
2024-04-11,solar_roof,Northeast,43,675,7,64,0
2024-04-11,megapack,West,13,1230,8,19,0
2024-04-11,megapack,Central,15,566,12,22,0
2024-04-11,megapack,South,20,579,13,30,0
2024-04-11,megapack,Northeast,9,1118,9,13,0
2024-04-11,powerwall,West,84,257,11,126,0
2024-04-11,powerwall,Central,108,1015,12,162,0
2024-04-11,powerwall,South,102,534,13,153,0
2024-04-11,powerwall,Northeast,101,412,13,151,0
2024-04-12,solar_panel,West,319,538,8,478,0
2024-04-12,solar_panel,Central,320,962,10,480,0
2024-04-12,solar_panel,South,326,1481,11,489,0
2024-04-12,solar_panel,Northeast,308,937,14,462,0
2024-04-12,solar_roof,West,53,643,3,79,0
2024-04-12,solar_roof,Central,58,1327,5,87,0
2024-04-12,solar_roof,South,50,699,3,75,0
2024-04-12,solar_roof,Northeast,49,984,10,73,0
2024-04-12,megapack,West,6,1422,7,9,0
2024-04-12,megapack,Central,8,1141,10,12,0
2024-04-12,megapack,South,9,1231,9,13,0
2024-04-12,megapack,Northeast,10,237,10,15,0
2024-04-12,powerwall,West,98,1302,14,147,0
2024-04-12,powerwall,Central,99,932,11,148,0
2024-04-12,powerwall,South,95,1428,7,142,0
2024-04-12,powerwall,Northeast,94,314,11,141,0
2024-04-13,solar_panel,West,293,438,10,439,1
2024-04-13,solar_panel,Central,295,1120,3,442,0
2024-04-13,solar_panel,South,302,417,9,453,36
2024-04-13,solar_panel,Northeast,277,317,6,415,98
2024-04-13,solar_roof,West,61,1002,6,91,0
2024-04-13,solar_roof,Central,53,907,6,79,0
2024-04-13,solar_roof,South,37,1042,10,55,0
2024-04-13,solar_roof,Northeast,52,1218,9,78,0
2024-04-13,megapack,West,10,766,9,15,0
2024-04-13,megapack,Central,10,1204,9,15,0
2024-04-13,megapack,South,7,856,4,10,0
2024-04-13,megapack,Northeast,10,483,14,15,0
2024-04-13,powerwall,West,96,662,3,144,0
2024-04-13,powerwall,Central,111,1246,10,166,0
2024-04-13,powerwall,South,103,864,9,154,0
2024-04-13,powerwall,Northeast,107,439,12,160,0
2024-04-14,solar_panel,West,325,867,13,487,0
2024-04-14,solar_panel,Central,298,261,9,447,186
2024-04-14,solar_panel,South,288,591,3,432,0
2024-04-14,solar_panel,Northeast,312,536,12,468,0
2024-04-14,solar_roof,West,49,951,10,73,0
2024-04-14,solar_roof,Central,49,1080,13,73,0
2024-04-14,solar_roof,South,57,727,3,85,0
2024-04-14,solar_roof,Northeast,53,365,8,79,0
2024-04-14,megapack,West,3,702,3,4,0
2024-04-14,megapack,Central,6,887,14,9,0
2024-04-14,megapack,South,13,435,13,19,0
2024-04-14,megapack,Northeast,6,381,11,9,0
2024-04-14,powerwall,West,108,955,8,162,0
2024-04-14,powerwall,Central,107,1043,7,160,0
2024-04-14,powerwall,South,109,332,9,163,0
2024-04-14,powerwall,Northeast,86,1175,8,129,0
2024-04-15,solar_panel,West,288,987,5,432,0
2024-04-15,solar_panel,Central,283,361,13,424,63
2024-04-15,solar_panel,South,306,1277,14,459,0
2024-04-15,solar_panel,Northeast,296,1023,9,444,0
2024-04-15,solar_roof,West,36,1218,8,54,0
2024-04-15,solar_roof,Central,54,1026,12,81,0
2024-04-15,solar_roof,South,50,244,14,75,0
2024-04-15,solar_roof,Northeast,47,376,6,70,0
2024-04-15,megapack,West,12,466,8,18,0
2024-04-15,megapack,Central,13,886,4,19,0
2024-04-15,megapack,South,13,1071,8,19,0
2024-04-15,megapack,Northeast,12,522,4,18,0
2024-04-15,powerwall,West,96,502,8,144,0
2024-04-15,powerwall,Central,86,891,13,129,0
2024-04-15,powerwall,South,98,595,12,147,0
2024-04-15,powerwall,Northeast,106,248,6,159,0
2024-04-16,solar_panel,West,297,510,11,445,0
2024-04-16,solar_panel,Central,279,804,9,418,0
2024-04-16,solar_panel,South,270,210,11,405,195
2024-04-16,solar_panel,Northeast,271,1443,11,406,0
2024-04-16,solar_roof,West,45,428,9,67,0
2024-04-16,solar_roof,Central,29,1188,4,43,0
2024-04-16,solar_roof,South,43,395,13,64,0
2024-04-16,solar_roof,Northeast,49,1004,3,73,0
2024-04-16,megapack,West,12,1166,8,18,0
2024-04-16,megapack,Central,9,914,10,13,0
2024-04-16,megapack,South,8,814,5,12,0
2024-04-16,megapack,Northeast,10,364,14,15,0
2024-04-16,powerwall,West,106,729,12,159,0
2024-04-16,powerwall,Central,98,1068,6,147,0
2024-04-16,powerwall,South,94,917,13,141,0
2024-04-16,powerwall,Northeast,101,1131,7,151,0
2024-04-17,solar_panel,West,324,1376,4,486,0
2024-04-17,solar_panel,Central,304,1229,6,456,0
2024-04-17,solar_panel,South,276,800,12,414,0
2024-04-17,solar_panel,Northeast,303,469,10,454,0
2024-04-17,solar_roof,West,60,1367,10,90,0
2024-04-17,solar_roof,Central,45,586,11,67,0
2024-04-17,solar_roof,South,53,797,14,79,0
2024-04-17,solar_roof,Northeast,50,312,13,75,0
2024-04-17,megapack,West,12,788,13,18,0
2024-04-17,megapack,Central,9,950,5,13,0
2024-04-17,megapack,South,8,1379,14,12,0
2024-04-17,megapack,Northeast,15,376,7,22,0
2024-04-17,powerwall,West,103,402,11,154,0
2024-04-17,powerwall,Central,101,562,14,151,0
2024-04-17,powerwall,South,101,754,9,151,0
2024-04-17,powerwall,Northeast,113,948,7,169,0
2024-04-18,solar_panel,West,252,1245,11,378,0
2024-04-18,solar_panel,Central,283,1057,10,424,0
2024-04-18,solar_panel,South,312,452,8,468,16
2024-04-18,solar_panel,Northeast,299,501,6,448,0
2024-04-18,solar_roof,West,45,467,12,67,0
2024-04-18,solar_roof,Central,55,1364,4,82,0
2024-04-18,solar_roof,South,65,912,9,97,0
2024-04-18,solar_roof,Northeast,45,585,8,67,0
2024-04-18,megapack,West,7,397,5,10,0
2024-04-18,megapack,Central,5,827,14,7,0
2024-04-18,megapack,South,14,793,6,21,0
2024-04-18,megapack,Northeast,9,283,4,13,0
2024-04-18,powerwall,West,101,805,12,151,0
2024-04-18,powerwall,Central,107,575,3,160,0
2024-04-18,powerwall,South,110,670,7,165,0
2024-04-18,powerwall,Northeast,108,989,6,162,0
2024-04-19,solar_panel,West,280,1064,10,420,0
2024-04-19,solar_panel,Central,317,223,14,475,252
2024-04-19,solar_panel,South,278,863,8,417,0
2024-04-19,solar_panel,Northeast,303,520,3,454,0
2024-04-19,solar_roof,West,56,1388,3,84,0
2024-04-19,solar_roof,Central,47,1361,13,70,0
2024-04-19,solar_roof,South,57,753,12,85,0
2024-04-19,solar_roof,Northeast,55,255,12,82,0
2024-04-19,megapack,West,9,575,9,13,0
2024-04-19,megapack,Central,9,784,6,13,0
2024-04-19,megapack,South,10,367,6,15,0
2024-04-19,megapack,Northeast,10,345,14,15,0
2024-04-19,powerwall,West,87,845,5,130,0
2024-04-19,powerwall,Central,106,663,7,159,0
2024-04-19,powerwall,South,103,686,5,154,0
2024-04-19,powerwall,Northeast,108,391,12,162,0
2024-04-20,solar_panel,West,316,580,3,474,0
2024-04-20,solar_panel,Central,321,899,4,481,0
2024-04-20,solar_panel,South,280,964,13,420,0
2024-04-20,solar_panel,Northeast,297,1424,14,445,0
2024-04-20,solar_roof,West,53,593,3,79,0
2024-04-20,solar_roof,Central,60,640,7,90,0
2024-04-20,solar_roof,South,45,752,9,67,0
2024-04-20,solar_roof,Northeast,38,1186,11,57,0
2024-04-20,megapack,West,10,424,5,15,0
2024-04-20,megapack,Central,11,1193,11,16,0
2024-04-20,megapack,South,10,363,6,15,0
2024-04-20,megapack,Northeast,11,1251,6,16,0
2024-04-20,powerwall,West,104,1175,5,156,0
2024-04-20,powerwall,Central,93,838,4,139,0
2024-04-20,powerwall,South,102,968,9,153,0
2024-04-20,powerwall,Northeast,101,387,6,151,0
2024-04-21,solar_panel,West,317,553,9,475,0
2024-04-21,solar_panel,Central,318,1288,3,477,0
2024-04-21,solar_panel,South,310,739,9,465,0
2024-04-21,solar_panel,Northeast,290,1108,13,435,0
2024-04-21,solar_roof,West,53,516,13,79,0
2024-04-21,solar_roof,Central,56,656,12,84,0
2024-04-21,solar_roof,South,58,908,8,87,0
2024-04-21,solar_roof,Northeast,34,1243,11,51,0
2024-04-21,megapack,West,10,555,8,15,0
2024-04-21,megapack,Central,16,1181,9,24,0
2024-04-21,megapack,South,7,1329,14,10,0
2024-04-21,megapack,Northeast,18,252,14,27,0
2024-04-21,powerwall,West,117,1337,5,175,0
2024-04-21,powerwall,Central,96,828,13,144,0
2024-04-21,powerwall,South,89,1377,11,133,0
2024-04-21,powerwall,Northeast,95,958,6,142,0
2024-04-22,solar_panel,West,300,907,12,450,0
2024-04-22,solar_panel,Central,297,474,5,445,0
2024-04-22,solar_panel,South,306,1327,13,459,0
2024-04-22,solar_panel,Northeast,307,730,12,460,0
2024-04-22,solar_roof,West,44,1270,11,66,0
2024-04-22,solar_roof,Central,42,867,5,63,0
2024-04-22,solar_roof,South,48,615,8,72,0
2024-04-22,solar_roof,Northeast,46,1335,4,69,0
2024-04-22,megapack,West,7,577,14,10,0
2024-04-22,megapack,Central,1,529,9,1,0
2024-04-22,megapack,South,10,1142,13,15,0
2024-04-22,megapack,Northeast,16,1112,5,24,0
2024-04-22,powerwall,West,100,1497,6,150,0
2024-04-22,powerwall,Central,97,1254,12,145,0
2024-04-22,powerwall,South,86,1433,11,129,0
2024-04-22,powerwall,Northeast,91,1359,5,136,0
2024-04-23,solar_panel,West,287,427,3,430,3
2024-04-23,solar_panel,Central,317,1116,14,475,0
2024-04-23,solar_panel,South,284,914,6,426,0
2024-04-23,solar_panel,Northeast,294,1069,14,441,0
2024-04-23,solar_roof,West,59,635,6,88,0
2024-04-23,solar_roof,Central,60,580,11,90,0
2024-04-23,solar_roof,South,47,1015,12,70,0
2024-04-23,solar_roof,Northeast,46,1025,5,69,0
2024-04-23,megapack,West,9,916,12,13,0
2024-04-23,megapack,Central,11,1307,3,16,0
2024-04-23,megapack,South,13,852,13,19,0
2024-04-23,megapack,Northeast,5,795,13,7,0
2024-04-23,powerwall,West,105,1202,3,157,0
2024-04-23,powerwall,Central,101,1154,14,151,0
2024-04-23,powerwall,South,104,805,3,156,0
2024-04-23,powerwall,Northeast,112,1494,6,168,0
2024-04-24,solar_panel,West,269,1141,10,403,0
2024-04-24,solar_panel,Central,320,356,11,480,124
2024-04-24,solar_panel,South,293,1289,8,439,0
2024-04-24,solar_panel,Northeast,302,757,11,453,0
2024-04-24,solar_roof,West,58,1278,11,87,0
2024-04-24,solar_roof,Central,57,827,3,85,0
2024-04-24,solar_roof,South,44,694,11,66,0
2024-04-24,solar_roof,Northeast,49,822,3,73,0
2024-04-24,megapack,West,2,332,9,3,0
2024-04-24,megapack,Central,12,470,5,18,0
2024-04-24,megapack,South,14,1381,6,21,0
2024-04-24,megapack,Northeast,7,240,9,10,0
2024-04-24,powerwall,West,103,962,7,154,0
2024-04-24,powerwall,Central,82,1432,8,123,0
2024-04-24,powerwall,South,107,1274,11,160,0
2024-04-24,powerwall,Northeast,106,395,3,159,0
2024-04-25,solar_panel,West,317,1200,14,475,0
2024-04-25,solar_panel,Central,322,1234,11,483,0
2024-04-25,solar_panel,South,294,888,3,441,0
2024-04-25,solar_panel,Northeast,278,1036,7,417,0
2024-04-25,solar_roof,West,46,720,8,69,0
2024-04-25,solar_roof,Central,49,213,3,73,0
2024-04-25,solar_roof,South,48,1430,12,72,0
2024-04-25,solar_roof,Northeast,45,1444,10,67,0
2024-04-25,megapack,West,9,271,4,13,0
2024-04-25,megapack,Central,10,779,7,15,0
2024-04-25,megapack,South,10,583,3,15,0
2024-04-25,megapack,Northeast,10,1438,6,15,0
2024-04-25,powerwall,West,98,863,10,147,0
2024-04-25,powerwall,Central,101,977,11,151,0
2024-04-25,powerwall,South,108,1452,4,162,0
2024-04-25,powerwall,Northeast,105,1327,14,157,0
2024-04-26,solar_panel,West,306,1254,9,459,0
2024-04-26,solar_panel,Central,324,1381,7,486,0
2024-04-26,solar_panel,South,329,300,10,493,193
2024-04-26,solar_panel,Northeast,290,1073,14,435,0
2024-04-26,solar_roof,West,40,1391,14,60,0
2024-04-26,solar_roof,Central,56,417,3,84,0
2024-04-26,solar_roof,South,37,1209,13,55,0
2024-04-26,solar_roof,Northeast,51,285,12,76,0
2024-04-26,megapack,West,15,1104,12,22,0
2024-04-26,megapack,Central,17,550,6,25,0
2024-04-26,megapack,South,10,999,6,15,0
2024-04-26,megapack,Northeast,11,1180,8,16,0
2024-04-26,powerwall,West,110,858,13,165,0
2024-04-26,powerwall,Central,94,784,7,141,0
2024-04-26,powerwall,South,107,1433,14,160,0
2024-04-26,powerwall,Northeast,100,1059,12,150,0
2024-04-27,solar_panel,West,286,1299,5,429,0
2024-04-27,solar_panel,Central,294,1434,10,441,0
2024-04-27,solar_panel,South,315,1124,3,472,0
2024-04-27,solar_panel,Northeast,290,1190,5,435,0
2024-04-27,solar_roof,West,52,632,8,78,0
2024-04-27,solar_roof,Central,52,800,4,78,0
2024-04-27,solar_roof,South,50,1070,5,75,0
2024-04-27,solar_roof,Northeast,51,470,10,76,0
2024-04-27,megapack,West,8,1185,9,12,0
2024-04-27,megapack,Central,10,1392,5,15,0
2024-04-27,megapack,South,7,1422,5,10,0
2024-04-27,megapack,Northeast,9,1246,10,13,0
2024-04-27,powerwall,West,112,994,13,168,0
2024-04-27,powerwall,Central,85,526,13,127,0
2024-04-27,powerwall,South,101,1236,13,151,0
2024-04-27,powerwall,Northeast,101,1444,11,151,0
2024-04-28,solar_panel,West,302,473,13,453,0
2024-04-28,solar_panel,Central,259,742,14,388,0
2024-04-28,solar_panel,South,299,981,12,448,0
2024-04-28,solar_panel,Northeast,315,825,10,472,0
2024-04-28,solar_roof,West,45,290,9,67,0
2024-04-28,solar_roof,Central,59,715,11,88,0
2024-04-28,solar_roof,South,62,594,12,93,0
2024-04-28,solar_roof,Northeast,48,822,12,72,0
2024-04-28,megapack,West,12,338,13,18,0
2024-04-28,megapack,Central,7,404,8,10,0
2024-04-28,megapack,South,13,1058,4,19,0
2024-04-28,megapack,Northeast,9,524,12,13,0
2024-04-28,powerwall,West,113,259,3,169,0
2024-04-28,powerwall,Central,78,1187,3,117,0
2024-04-28,powerwall,South,101,768,3,151,0
2024-04-28,powerwall,Northeast,102,1101,11,153,0
2024-04-29,solar_panel,West,266,689,12,399,0
2024-04-29,solar_panel,Central,326,612,4,489,0
2024-04-29,solar_panel,South,307,619,3,460,0
2024-04-29,solar_panel,Northeast,309,633,5,463,0
2024-04-29,solar_roof,West,55,1176,4,82,0
2024-04-29,solar_roof,Central,41,616,13,61,0
2024-04-29,solar_roof,South,47,836,8,70,0
2024-04-29,solar_roof,Northeast,52,287,10,78,0
2024-04-29,megapack,West,14,800,14,21,0
2024-04-29,megapack,Central,12,738,8,18,0
2024-04-29,megapack,South,7,1442,14,10,0
2024-04-29,megapack,Northeast,11,1200,13,16,0
2024-04-29,powerwall,West,121,757,7,181,0
2024-04-29,powerwall,Central,92,1186,6,138,0
2024-04-29,powerwall,South,105,311,6,157,0
2024-04-29,powerwall,Northeast,97,582,3,145,0
2024-04-30,solar_panel,West,301,316,13,451,135
2024-04-30,solar_panel,Central,315,1013,3,472,0
2024-04-30,solar_panel,South,309,861,9,463,0
2024-04-30,solar_panel,Northeast,323,648,14,484,0
2024-04-30,solar_roof,West,51,879,8,76,0
2024-04-30,solar_roof,Central,42,658,13,63,0
2024-04-30,solar_roof,South,54,837,12,81,0
2024-04-30,solar_roof,Northeast,46,394,6,69,0
2024-04-30,megapack,West,7,1178,8,10,0
2024-04-30,megapack,Central,11,1426,3,16,0
2024-04-30,megapack,South,15,965,9,22,0
2024-04-30,megapack,Northeast,11,1349,14,16,0
2024-04-30,powerwall,West,107,322,12,160,0
2024-04-30,powerwall,Central,106,1048,14,159,0
2024-04-30,powerwall,South,102,1164,13,153,0
2024-04-30,powerwall,Northeast,91,1025,10,136,0
2024-05-01,solar_panel,West,282,1313,6,423,0
2024-05-01,solar_panel,Central,297,732,5,445,0
2024-05-01,solar_panel,South,299,1290,3,448,0
2024-05-01,solar_panel,Northeast,271,431,7,406,0
2024-05-01,solar_roof,West,43,1274,7,64,0
2024-05-01,solar_roof,Central,47,785,12,70,0
2024-05-01,solar_roof,South,53,490,7,79,0
2024-05-01,solar_roof,Northeast,49,712,5,73,0
2024-05-01,megapack,West,10,800,3,15,0
2024-05-01,megapack,Central,13,616,8,19,0
2024-05-01,megapack,South,13,1452,13,19,0
2024-05-01,megapack,Northeast,7,1345,5,10,0
2024-05-01,powerwall,West,105,740,9,157,0
2024-05-01,powerwall,Central,103,1284,8,154,0
2024-05-01,powerwall,South,92,533,3,138,0
2024-05-01,powerwall,Northeast,116,343,3,174,0
2024-05-02,solar_panel,West,294,254,5,441,187
2024-05-02,solar_panel,Central,306,996,7,459,0
2024-05-02,solar_panel,South,301,916,6,451,0
2024-05-02,solar_panel,Northeast,308,788,5,462,0
2024-05-02,solar_roof,West,39,666,9,58,0
2024-05-02,solar_roof,Central,55,1193,3,82,0
2024-05-02,solar_roof,South,59,862,14,88,0
